1000,700,0.059610,0.059526
1000,701,0.056238,0.056378
1000,702,0.072362,0.072288
1000,703,0.061686,0.061719
1000,704,0.040241,0.040274
1000,705,0.055400,0.055344
1000,706,0.056025,0.055968
1000,707,0.052541,0.052406
1000,708,0.064444,0.064536
1000,709,0.050496,0.050461
1000,710,0.046719,0.046669
1000,711,0.057056,0.057083
1000,712,0.065795,0.065721
1000,713,0.063865,0.063947
1000,714,0.063896,0.063944
1000,715,0.046400,0.046470
1000,716,0.064141,0.064104
1000,717,0.065078,0.065204
1000,718,0.062415,0.062360
1000,719,0.051601,0.051702
1000,720,0.082722,0.082734
1000,721,0.084615,0.084677
1000,722,0.051791,0.051789
1000,723,0.060461,0.060296
1000,724,0.075196,0.075159
1000,725,0.056930,0.057006
1000,726,0.079863,0.079889
1000,727,0.064597,0.064548
1000,728,0.066913,0.067064
1000,729,0.050018,0.050090
1000,730,0.054454,0.054372
1000,731,0.053049,0.052915
1000,732,0.049677,0.049656
1000,733,0.073768,0.073798
1000,734,0.048621,0.048659
1000,735,0.053675,0.053757
1000,736,0.048955,0.048843
1000,737,0.056531,0.056528
1000,738,0.059558,0.059605
1000,739,0.047664,0.047678
1000,740,0.045488,0.045510
1000,741,0.059134,0.059222
1000,742,0.072084,0.072006
1000,743,0.069227,0.069193
1000,744,0.066222,0.066191
1000,745,0.067168,0.067290
1000,746,0.054260,0.054178
1000,747,0.059660,0.059721
1000,748,0.051254,0.051256
1000,749,0.049877,0.049934
1000,750,0.052985,0.052929
1000,751,0.050691,0.050719
1000,752,0.070259,0.070203
1000,753,0.048415,0.048469
1000,754,0.049903,0.049902
1000,755,0.068410,0.068334
1000,756,0.057533,0.057536
1000,757,0.064800,0.064884
1000,758,0.048186,0.048270
1000,759,0.053528,0.053589
1000,760,0.058001,0.058035
1000,761,0.040916,0.040910
1000,762,0.069164,0.069106
1000,763,0.065703,0.065714
1000,764,0.051237,0.051282
1000,765,0.061890,0.061912
1000,766,0.066179,0.066111
1000,767,0.058530,0.058445
1000,768,0.047376,0.047321
1000,769,0.065272,0.065281
1000,770,0.046459,0.046528
1000,771,0.049245,0.049191
1000,772,0.052002,0.052048
1000,773,0.061363,0.061351
1000,774,0.045599,0.045566
1000,775,0.080618,0.080584
1000,776,0.054978,0.054938
1000,777,0.058581,0.058557
1000,778,0.058171,0.058044
1000,779,0.047399,0.047378
1000,780,0.065027,0.064999
1000,781,0.052594,0.052618
1000,782,0.054012,0.054089
1000,783,0.060830,0.060770
1000,784,0.067945,0.067910
1000,785,0.062583,0.062605
1000,786,0.057473,0.057425
1000,787,0.055812,0.055751
1000,788,0.062576,0.062573
1000,789,0.056548,0.056467
1000,790,0.055326,0.055302
1000,791,0.056143,0.056201
1000,792,0.063635,0.063617
1000,793,0.053099,0.053092
1000,794,0.058677,0.058620
1000,795,0.064214,0.064245
1000,796,0.050962,0.050930
1000,797,0.050674,0.050721
1000,798,0.054474,0.054466
1000,799,0.055194,0.055266
1000,800,0.063671,0.063583
1000,801,0.079270,0.079339
1000,802,0.074869,0.074879
1000,803,0.063827,0.063761
1000,804,0.058532,0.058493
1000,805,0.060412,0.060373
1000,806,0.064891,0.064876
1000,807,0.040783,0.040773
1000,808,0.050920,0.050928
1000,809,0.058723,0.058697
1000,810,0.056960,0.056913
1000,811,0.054669,0.054723
1000,812,0.071338,0.071384
1000,813,0.046930,0.046957
1000,814,0.058023,0.057968
1000,815,0.043321,0.043310
1000,816,0.040609,0.040620
1000,817,0.050042,0.050064
1000,818,0.058088,0.058008
1000,819,0.062610,0.062630
1000,820,0.060711,0.060719
1000,821,0.065780,0.065786
1000,822,0.065538,0.065478
1000,823,0.065457,0.065388
1000,824,0.048775,0.048697
1000,825,0.064858,0.064827
1000,826,0.056551,0.056533
1000,827,0.049394,0.049370
1000,828,0.061455,0.061486
1000,829,0.055209,0.055302
1000,830,0.060905,0.060872
