900,700,0.064775,0.064821
900,701,0.090862,0.090926
900,702,0.046743,0.046759
900,703,0.076481,0.076519
900,704,0.067367,0.067305
900,705,0.055972,0.055993
900,706,0.059551,0.059590
900,707,0.073296,0.073311
900,708,0.063777,0.063848
900,709,0.070252,0.070321
900,710,0.060299,0.060335
900,711,0.077497,0.077460
900,712,0.047737,0.047742
900,713,0.075456,0.075490
900,714,0.054239,0.054204
900,715,0.047778,0.047825
900,716,0.062513,0.062504
900,717,0.083313,0.083286
900,718,0.058701,0.058753
900,719,0.069398,0.069423
900,720,0.063540,0.063511
900,721,0.089144,0.089051
900,722,0.065078,0.065126
900,723,0.085813,0.085804
900,724,0.066665,0.066662
900,725,0.065442,0.065545
900,726,0.068995,0.068972
900,727,0.081433,0.081361
900,728,0.070650,0.070639
900,729,0.063369,0.063276
900,730,0.063225,0.063265
900,731,0.067212,0.067184
900,732,0.079355,0.079359
900,733,0.061645,0.061668
900,734,0.076934,0.076964
900,735,0.050819,0.050822
900,736,0.058584,0.058542
900,737,0.073631,0.073633
900,738,0.081689,0.081729
900,739,0.077434,0.077413
900,740,0.068821,0.068834
900,741,0.072811,0.072842
900,742,0.076444,0.076447
900,743,0.070637,0.070699
900,744,0.074636,0.074532
900,745,0.082686,0.082686
900,746,0.062425,0.062395
900,747,0.061855,0.061860
900,748,0.061503,0.061511
900,749,0.063360,0.063194
900,750,0.064996,0.064968
900,751,0.078742,0.078749
900,752,0.067767,0.067757
900,753,0.064315,0.064308
900,754,0.050833,0.050836
900,755,0.075174,0.075174
900,756,0.062507,0.062536
900,757,0.066090,0.066069
900,758,0.067454,0.067488
900,759,0.083657,0.083692
900,760,0.070890,0.070901
900,761,0.062569,0.062545
900,762,0.077410,0.077433
900,763,0.061260,0.061266
900,764,0.074043,0.074004
900,765,0.061663,0.061692
900,766,0.065683,0.065650
900,767,0.057673,0.057676
900,768,0.063100,0.063198
900,769,0.071189,0.071245
900,770,0.079530,0.079523
900,771,0.071285,0.071309
900,772,0.061004,0.060950
900,773,0.065890,0.065892
900,774,0.054039,0.054071
900,775,0.070835,0.070799
900,776,0.074083,0.074150
900,777,0.066393,0.066390
900,778,0.074217,0.074256
900,779,0.078230,0.078242
900,780,0.072507,0.072521
900,781,0.063337,0.063323
900,782,0.053285,0.053263
900,783,0.055262,0.055224
900,784,0.078453,0.078467
900,785,0.058691,0.058624
900,786,0.074529,0.074596
900,787,0.061159,0.061132
900,788,0.051374,0.051319
900,789,0.077685,0.077725
900,790,0.061457,0.061447
900,791,0.084666,0.084680
900,792,0.077596,0.077574
900,793,0.057166,0.057178
900,794,0.096685,0.096688
900,795,0.059326,0.059319
900,796,0.057171,0.057186
900,797,0.068024,0.068046
900,798,0.074967,0.074913
900,799,0.069362,0.069386
900,800,0.055245,0.055257
900,801,0.079240,0.079264
900,802,0.058884,0.058895
900,803,0.074138,0.074122
